State,Name,Subname,Stats 55% 100%,HP 55%,HP 100%,ATK 55%,ATK 100%,DEF 55%,DEF 100%,Leader Skill,Passive Skill,Active Skill,Super Attack (12 Ki) Effect,Super Attack (18 Ki) Effect,Links,Categories,Transformation Condition,Release Date,Ki Multiplier,DMG Multiplier
Base,Super Saiyan 2 Vegeta,Indomitable Fighting Spirit,"HP 16,644 19,244 | ATK 18,717 22,117 | DEF 11,060 14,060","16,644","19,244","18,717","22,117","11,060","14,060","""Super Saiyan 2"" or ""Resurrected Warriors"" Category Ki +3 and HP, ATK & DEF +170%","Will for a Serious Fight Ki +2 and ATK & DEF +150% Reduces damage received by 30% Plus an additional ATK boost by up to 120% (the more HP remaining, the greater the ATK boost) and if HP is 50% or more, great chance of launching an additional Super Attack Plus an additional DEF boost by up to 120% (the less HP remaining, the greater the DEF boost) and if HP is 50% or less, guards all attacks Randomly changes Ki Spheres of a certain Type to Rainbow Ki Spheres when there is another ""Majin Buu Saga"" Category ally attacking in the same turn or a ""Majin Buu Saga"" Category enemy Plus an additional damage reduction of 20% with a Rainbow Ki Sphere obtained ATK & DEF +120% when attacking with 3 or more Ki Spheres obtained Receives a boost from Babidi's sorcery when conditions are met",,Raises ATK & DEF for 1 turn and causes immense damage to enemy,,"Saiyan Warrior Race, Super Saiyan, Saiyan Pride, Royal Lineage, Prepared for Battle, Supreme Power, Fierce Battle","Majin Buu Saga, Pure Saiyans, Vegeta's Family, Super Saiyan 2, Power Beyond Super Saiyan, Uncontrollable Power, Corroded Body and Mind, Mastered Evolution, Worthy Rivals, Gifted Warriors, Resurrected Warriors","Receives a boost from Babidi's sorcery when facing only 1 enemy, whose HP is 50% or more, starting from the 3rd turn from the start of battle","Dec 10, 2024",150%,630%
Base,Hacchan & Android #17,Unusual Encounter and Mission,"HP 14,174 16,214 | ATK 11,068 12,868 | DEF 6,192 7,752","14,174","16,214","11,068","12,868","6,192","7,752","""Androids"" Category Ki +3 and HP, ATK & DEF +77%; or PHY Type Ki +3 and HP, ATK & DEF +50%","Friendly Androids ATK & DEF +125% Plus an additional ATK & DEF +80%, chance of performing a critical hit +25% and reduces damage received by 25% when HP is 80% or less Guards all attacks for 8 turns from the character's entry turn Plus an additional ATK & DEF +80% and launches an additional attack that has a medium chance of becoming a Super Attack for 8 turns after receiving an attack Recovers HP with sweet treats",,Raises ATK for 1 turn and causes supreme damage with a high chance of stunning the enemy,,"Android Assault, Infighter, Tough as Nails, Cold Judgment, Solid Support, Courage, Shattering the Limit","Androids, Joined Forces",[],"Oct 27, 2022",135%,530%
Base,Mecha Frieza,Turbulent Revenge,"HP 12,535 14,575 | ATK 12,383 14,183 | DEF 7,643 9,203","12,535","14,575","12,383","14,183","7,643","9,203","PHY & INT Type Ki +3 and HP, ATK & DEF +70%","Mechanical Reinforcement ATK & DEF +100% when Ki is 6 or more Plus an additional ATK & DEF +100% when Ki is 9 or more Plus an additional ATK & DEF +50% when Ki is 12 Plus an additional ATK & DEF +50% when the target enemy is in ""ATK Down"" status Plus an additional DEF +100% when all allies attacking in the same turn are ""Wicked Bloodline"" Category characters High chance of performing a critical hit when all allies attacking in the same turn are ""Resurrected Warriors"" Category characters",,"Raises DEF for 1 turn, causes supreme damage to enemy and lowers ATK",,"Prodigies, Bombardment, Universe’s Most Malevolent, Revival, Mechanical Menaces, Super Strike, Shattering the Limit","Androids/Cell Saga, Wicked Bloodline, Transformation Boost, Sworn Enemies, Gifted Warriors, Resurrected Warriors, Revenge, Target: Goku, Terrifying Conquerors, Inhuman Deeds",[],"Oct 20, 2022",145%,630%
Base,Super Saiyan God SS Vegito,All or Nothing,"HP 15,613 18,613 | ATK 16,090 19,490 | DEF 10,894 13,494","15,613","18,613","16,090","19,490","10,894","13,494","Super Class Ki +4 and HP, ATK & DEF +120%","Godly Fusion Power ATK & DEF +100% Plus an additional ATK & DEF +10% with each Super Attack performed (up to 50%) Raises Ki by up to 10 (the less HP remaining, the greater the Ki boost) Medium chance of Ki +5 Launches an additional attack that has a high chance of becoming a Super Attack when performing an Ultra Super Attack Plus an additional Ki +2 and disables enemy's guard when there is another ""Future Saga"" Category ally attacking in the same turn",,"Raises ATK & DEF, causes colossal damage to enemy and lowers ATK",Greatly raises ATK & DEF for 1 turn and causes mega-colossal damage to enemy,"Super Saiyan, Warrior Gods, Power Bestowed by God, Prepared for Battle, Fused Fighter, Shattering the Limit, Legendary Power","Future Saga, Power Beyond Super Saiyan, Potara, Fused Fighters, Realm of Gods, Time Limit, Final Trump Card, Super Heroes, Time Travelers, Battle of Wits, Accelerated Battle, Battle of Fate",[],"Oct 19, 2022",200%,620%
Base,Fasha,Planetary Invasion Scene,"HP 10,206 13,606 | ATK 10,123 13,123 | DEF 7,099 9,699","10,206","13,606","10,123","13,123","7,099","9,699","""Low-Class Warrior"" or ""Peppy Gals"" Category Ki +3 and HP, ATK & DEF +130%","Fasha's Proposal ATK & DEF +150% Guards all attacks for 4 turns from the character's entry turn Launches an additional attack that has a high chance of becoming a Super Attack starting from the 5th turn from the start of battle Plus an additional ATK & DEF +30% with each attack received (up to 150%) Plus an additional ATK & DEF +30% whenever guard is activated (up to 150%) when there are 3 or more ""Low-Class Warrior"" Category allies (self excluded) or 3 or more ""Peppy Gals"" Category allies (self excluded) on the team",,Raises ATK for 1 turn and causes supreme damage with a high chance of stunning the enemy,,"Team Bardock, Saiyan Warrior Race, Saiyan Pride, The Saiyan Lineage, Battlefield Diva, Prepared for Battle, Shattering the Limit","Pure Saiyans, Peppy Gals, Team Bardock, Low-Class Warrior, Space-Traveling Warriors, Storied Figures",[],"Oct 17, 2022",140%,430%
Base,Cheelai,Cheerful Scouting,"HP 10,672 13,672 | ATK 9,601 12,601 | DEF 7,518 10,518","10,672","13,672","9,601","12,601","7,518","10,518","""Bond of Friendship"" Category Ki +3 and HP, ATK & DEF +130%",Cheelai's Consideration Ki +3 and DEF +139% Foresees enemy's Super Attack within the character's attacking turn Randomly changes Ki Spheres of a certain Type to Rainbow Ki Spheres Great chance of evading enemy's attack (including Super Attack) Plus an additional DEF +39% within the same turn with each attack evaded (including Super Attack) Recovers 39% HP at the end of turn every time the character evades 3 attacks (including Super Attacks) in battle (up to 3 times) All allies' Ki +3 and ATK & DEF +39% (self excluded),,"Greatly raises DEF for 1 turn, causes supreme damage and seals Super Attack with a high chance of stunning the enemy",,"Flee, Cold Judgment, Battlefield Diva, New Frieza Army, Solid Support, Brainiacs, Shattering the Limit","Peppy Gals, Bond of Friendship, Space-Traveling Warriors",[],"Oct 17, 2022",140%,430%
Base,Bulla,Shopping with Dad,"HP 11,197 13,797 | ATK 12,243 15,643 | DEF 7,347 10,347","11,197","13,797","12,243","15,643","7,347","10,347","AGL & TEQ Type Ki +3 and HP, ATK & DEF +90%","Innocent Request DEF +88% Plus an additional DEF +88% when performing a Super Attack All allies' Ki +3 and ATK +40% ATK & DEF +20% (up to 40%) and chance of evading enemy's attack (including Super Attack) +35% (up to 70%) per ""Peppy Gals"" Category ally on the team Ki +3 and chance of performing a critical hit +18% when there is an ally whose name includes ""Vegeta"" (Kid, Jr., etc. excluded) on the team, plus an additional ATK +88% when performing a Super Attack if that ally is attacking in the same turn",,"Massively raises ATK, causes supreme damage to enemy and lowers ATK & DEF",,"Battlefield Diva, The Innocents, Royal Lineage, Money Money Money, The Saiyan Lineage, GT, Shattering the Limit","Hybrid Saiyans, Vegeta's Family, Youth, Peppy Gals, Bond of Parent and Child, Siblings' Bond, GT Heroes, Earth-Bred Fighters",[],"Oct 17, 2022",135%,430%
Base,Chi-Chi (Youth),Immaculately Innocent Approach,"HP 11,656 15,056 | ATK 13,704 16,704 | DEF 8,816 11,416","11,656","15,056","13,704","16,704","8,816","11,416","INT & PHY Type Ki +3 and HP, ATK & DEF +90%","Racing Heart ATK +330% when performing a Super Attack ATK -30% for 3 turns after receiving an attack Ki +2 and DEF +200% when there is an ally whose name includes ""Goku (Youth)"" on the team, plus an additional Ki +2 and DEF +100% if that ally is attacking in the same turn Chance of performing a critical hit and chance of evading enemy's attack (including Super Attack) +20% per ""Youth"" Category ally (self excluded) attacking in the same turn",,Greatly raises ATK & DEF for 1 turn and causes supreme damage with a great chance of stunning the enemy,,"Battlefield Diva, The Innocents, More Than Meets the Eye, The Incredible Adventure, Guidance of the Dragon Balls, Shattering the Limit","DB Saga, Earthlings, Youth, Bond of Parent and Child, Earth-Bred Fighters",[],"Oct 17, 2022",135%,530%
Base,Chi-Chi,Vow of Happiness,"HP 12,337 15,337 | ATK 11,497 14,897 | DEF 7,710 10,310","12,337","15,337","11,497","14,897","7,710","10,310","STR & PHY Type Ki +3 and HP, ATK & DEF +90%","Pure Dream ATK & DEF +150% Plus an additional ATK +20% at start of each turn (up to 100%) Plus an additional ATK +50% when performing a Super Attack ""Peppy Gals"" Category allies' Ki +3 and DEF +120% All allies' (""Peppy Gals"" Category allies excluded) Ki +2 and DEF +50% Medium chance of performing a critical hit",,"Greatly raises ATK & DEF for 1 turn, causes supreme damage to enemy and seals Super Attack",,"Courage, The Innocents, Battlefield Diva, Infighter, The Incredible Adventure, Guidance of the Dragon Balls, Shattering the Limit","Earthlings, Goku's Family, Peppy Gals, Bond of Parent and Child, World Tournament, Tournament Participants, Earth-Bred Fighters",[],"Oct 17, 2022",135%,530%
Base,Brianne de Chateau,Proudest Moment,"HP 12,292 15,292 | ATK 13,857 16,857 | DEF 8,307 11,307","12,292","15,292","13,857","16,857","8,307","11,307","""Peppy Gals"" or ""Transformation Boost"" Category Ki +3 and HP, ATK & DEF +150%",Power of Love Explodes! Sweet flowers bloom on the battlefield and the power of love explodes,,"Raises ATK & DEF, causes supreme damage to enemy and seals Super Attack",,"Battlefield Diva, Metamorphosis, The Innocents, Signature Pose, More Than Meets the Eye, Tournament of Power, Shattering the Limit","Universe Survival Saga, Peppy Gals, Transformation Boost, Super Bosses, Tournament Participants, Space-Traveling Warriors, Special Pose",Transforms upon entering attacking turn,"Oct 17, 2022",135%,510%
Transformation,Ribrianne,Proudest Moment,"HP 12,292 15,292 | ATK 13,857 16,857 | DEF 8,307 11,307","12,292","15,292","13,857","16,857","8,307","11,307","""Peppy Gals"" or ""Transformation Boost"" Category Ki +3 and HP, ATK & DEF +150%","True Strength Hidden in an Adorable Form ATK & DEF +140% Plus an additional ATK & DEF +20% and all enemies' ATK & DEF -10% (up to 30%) per ""Peppy Gals"" Category ally on the team ""Peppy Gals"" Category allies' Ki +2 and ATK & DEF +30% Launches an additional attack that has a medium chance of becoming a Super Attack when the target enemy is in ""ATK Down"" or ""DEF Down"" status Launches an additional attack that has a medium chance of becoming a Super Attack when the target enemy is stunned or the target enemy's Super Attack is sealed",,"Raises ATK & DEF, causes supreme damage to enemy and seals Super Attack",,"Battlefield Diva, Metamorphosis, The Innocents, Signature Pose, More Than Meets the Eye, Tournament of Power, Shattering the Limit","Universe Survival Saga, Peppy Gals, Transformation Boost, Super Bosses, Tournament Participants, Space-Traveling Warriors, Special Pose",,"Oct 17, 2022",135%,510%
Base,Goku (GT) & Pan (GT) & Trunks (GT),Endless Adventure,"HP 18,475 21,475 | ATK 18,465 21,465 | DEF 10,806 13,806","18,475","21,475","18,465","21,465","10,806","13,806","""Dragon Ball Seekers"" Category Ki +4 and HP, ATK & DEF +177%; or Super INT Type Ki +4 and HP, ATK & DEF +120%","Love, Courage and Pride DEF +77% ATK & DEF +77% when performing a Super Attack, plus an additional ATK +77% if it is an Ultra Super Attack Ki +1 and ATK +7% per ""Dragon Ball Seekers"" or ""GT Heroes"" Category ally on the team (depending on which Category has more members) Plus an additional Ki +3 and high chance of performing a critical hit when all allies attacking in the same turn are ""Dragon Ball Seekers"" or ""GT Heroes"" Category characters",,"Raises ATK & DEF by 33% for 1 turn, causes colossal damage to enemy and seals Super Attack","Raises DEF by 33% for 3 turns, causes mega-colossal damage to enemy and lowers ATK & DEF","Saiyan Warrior Race, The Saiyan Lineage, Solid Support, GT, Prepared for Battle, Shattering the Limit, Legendary Power","Joined Forces, Bond of Parent and Child, Bond of Friendship, GT Heroes, Earth-Bred Fighters, Space-Traveling Warriors, Dragon Ball Seekers",[],"Oct 12, 2022",200%,620%
Base,Hyper Meta-Rilldo,Hyper-Powerful Foe,"HP 12,542 14,342 | ATK 10,670 12,710 | DEF 7,205 8,765","12,542","14,342","10,670","12,710","7,205","8,765","""GT Bosses"" Category Ki +3 and HP, ATK & DEF +77%; or STR Type Ki +3 and HP, ATK & DEF +50%","Fists of Steel ATK & DEF +80% Plus an additional ATK & DEF +20% per ""GT Bosses"" Category ally on the team (up to 80%) Plus an additional ATK & DEF +80% when performing a Super Attack Ki +2 plus an additional ATK +40% when facing only 1 enemy ""GT Bosses"" Category allies' Ki +2 and ATK +40%",,"Raises ATK & DEF for 1 turn, causes supreme damage to enemy and lowers ATK",,"Loyalty, Thirst for Conquest, Auto Regeneration, GT, Mechanical Menaces, Shocking Speed, Shattering the Limit","Artificial Life Forms, GT Bosses, Terrifying Conquerors",[],"Oct 4, 2022",140%,530%
Base,Super Saiyan Goku (GT),Off-the-Charts Combat Ability,"HP 11,888 13,448 | ATK 10,931 12,971 | DEF 7,205 9,005","11,888","13,448","10,931","12,971","7,205","9,005","""GT Heroes"" Category Ki +3 and HP, ATK & DEF +77%; or all Types Ki +3 and HP, ATK & DEF +40%","Exhilarating Battle ATK & DEF +59% Plus an additional ATK & DEF +14% per Ki Sphere obtained Plus an additional ATK & DEF +59% with 3 or more Ki Spheres obtained High chance of performing a critical hit with 5 or more Ki Spheres obtained Plus an additional ATK & DEF +59% when performing a Super Attack for 7 turns from the character's entry turn Randomly changes Ki Spheres of a certain Type to Rainbow Ki Spheres when there is a ""GT Bosses"" Category enemy",,Greatly raises ATK for 1 turn and causes supreme damage to enemy,,"All in the Family, The Saiyan Lineage, Super Saiyan, Kamehameha, GT, Prepared for Battle, Shattering the Limit","Pure Saiyans, Goku's Family, Super Saiyans, Kamehameha, Bond of Parent and Child, Bond of Friendship, GT Heroes, Turtle School, Earth-Bred Fighters, Space-Traveling Warriors, Dragon Ball Seekers",[],"Oct 4, 2022",135%,530%
Base,Pan (GT),Stamina to Attack Evil,"HP 16,960 19,560 | ATK 11,300 14,700 | DEF 10,020 13,020","16,960","19,560","11,300","14,700","10,020","13,020","""Bond of Friendship"" or ""Dragon Ball Seekers"" Category Ki +3 and HP, ATK & DEF +170%, plus an additional HP, ATK & DEF +30% for characters who also belong to the ""GT Heroes"" Category","We Are Super Strong! ATK & DEF +150% Plus an additional ATK & DEF +50% when attacking Reduces damage received by 50% before attacking and Ki +2 plus an additional ATK +50% as the 1st attacker in a turn Plus an additional ATK & DEF +20% with each attack performed (up to 100%) Launches an additional attack that has a high chance of becoming a Super Attack when there is a ""GT Heroes"" Category ally whose name includes ""Goku"" (Jr. excluded), ""Trunks"" or ""Giru"" attacking in the same turn","Active Skill Ace-in-the-Hole Kamehameha Condition: Can be activated after the character performs 5 or more attacks in battle if there is a ""GT Heroes"" Category ally whose name includes ""Goku"" (Jr. excluded) attacking in the same turn (once only) Greatly raises ATK temporarily, causes ultimate damage to enemy and, within the turn activated, attacks have a 59% chance of becoming critical hits Animation: Ultimate Special",Raises ATK and causes immense damage with a medium chance of stunning the enemy,,"Kamehameha, The Innocents, All in the Family, The Saiyan Lineage, Battlefield Diva, GT, Fierce Battle","Hybrid Saiyans, Goku's Family, Youth, Kamehameha, Bond of Parent and Child, Bond of Friendship, GT Heroes, Earth-Bred Fighters, Space-Traveling Warriors, Dragon Ball Seekers",[],"Oct 4, 2022",150%,455%
Base,Trunks (GT) & Giru,Reliable Knowledge,"HP 13,534 16,534 | ATK 8,869 11,869 | DEF 8,428 11,428","13,534","16,534","8,869","11,869","8,428","11,428","""Bond of Friendship"" Category Ki +3 and HP, ATK & DEF +130%","Travel Wisdom Changes AGL & TEQ Ki Spheres to INT Ki Spheres ATK & DEF +120% ""Bond of Friendship"", ""GT Heroes"" and ""Dragon Ball Seekers"" Category allies' Ki +1 and ATK & DEF +20% Plus an additional ATK & DEF +120% with 3 or more Ki Spheres obtained Plus an additional ATK & DEF +120% and all enemies' ATK -20% with 5 or more Ki Spheres obtained All allies' Ki +2 and ATK, DEF & chance of performing a critical hit +10% with 7 or more Ki Spheres obtained",,"Greatly raises ATK for 1 turn, causes supreme damage to enemy and lowers DEF",,"Speedy Retribution, Brainiacs, Cold Judgment, Solid Support, GT, Courage, Fierce Battle","Joined Forces, Bond of Friendship, GT Heroes, Space-Traveling Warriors, Dragon Ball Seekers",[],"Oct 4, 2022",140%,430%
Base,Vegeta (Kid),Formidable Reputation,"HP 14,930 16,490 | ATK 12,483 14,283 | DEF 6,320 8,360","14,930","16,490","12,483","14,283","6,320","8,360","AGL Type Ki +3 and HP, ATK & DEF +77%","Proven Prodigy ATK & DEF +100% when performing a Super Attack Plus an additional ATK & DEF +20% with each attack performed (up to 100%) Plus an additional ATK +20% with each Super Attack performed (up to 100%) Plus an additional DEF +50% when there is another ""Youth"" Category ally attacking in the same turn Plus an additional DEF +50% when there is another ""Gifted Warriors"" Category ally attacking in the same turn Launches an additional attack that has a medium chance of becoming a Super Attack with 3 or more Ki Spheres obtained",,Raises ATK for 1 turn and causes supreme damage with a high chance of stunning the enemy,,"Saiyan Warrior Race, Prodigies, The Saiyan Lineage, Royal Lineage, Bombardment, Super Strike, Shattering the Limit","Pure Saiyans, Vegeta's Family, Youth, Gifted Warriors, Space-Traveling Warriors, Terrifying Conquerors",[],"Oct 4, 2022",140%,630%
Base,Goku & Gohan (Kid),Father and Son's Day Off,"HP 15,548 18,148 | ATK 15,002 18,402 | DEF 9,024 12,024","15,548","18,148","15,002","18,402","9,024","12,024","""Goku's Family"" Category Ki +4 and HP, ATK & DEF +130%","Familial Friendship Ki +2 and DEF +59% Plus an additional DEF +20% at start of each turn (up to 59%) Plus an additional DEF +20% per ""Goku's Family"" Category ally attacking in the same turn (up to 59%) ATK +59% when performing a Super Attack, plus an additional ATK +58% if it is an Ultra Super Attack Plus an additional ATK +20% with each Super Attack performed (up to 58%) Plus an additional ATK +20% with each attack performed (up to 58%) Plus an additional Ki +5, recovers 8% HP at the end of turn and launches an additional attack that has a great chance of becoming a Super Attack as the 3rd attacker in a turn",,"Raises DEF for 1 turn, causes colossal damage to enemy and seals Super Attack","Raises DEF, causes mega-colossal damage to enemy and lowers ATK","All in the Family, Z Fighters, Saiyan Warrior Race, The Saiyan Lineage, Kamehameha, Shocking Speed, Legendary Power","Goku's Family, Kamehameha, Joined Forces, Bond of Parent and Child, Earth-Bred Fighters",[],"Oct 4, 2022",200%,620%
Base,Metal Cooler [PHY],Demonic Fighter of Steel,"HP 11,576 13,616 | ATK 11,213 13,013 | DEF 6,306 7,866","11,576","13,616","11,213","13,013","6,306","7,866","""Revenge"" Category Ki +3 and HP, ATK & DEF +77%; or all Types Ki +3 and HP, ATK & DEF +40%","Resonance Changes INT Ki Spheres to Rainbow Ki Spheres if the character is the 1st attacker at start of turn ATK & DEF +40% per ""Wicked Bloodline"" Category ally on the team (up to 200%) Recovers 15% of damage dealt as HP Recovers an additional 5% of damage dealt as HP with 3 or more Rainbow Ki Spheres obtained plus an additional DEF +25% per Ki Sphere obtained when there is another ally whose name includes ""Metal Cooler"" attacking in the same turn",,Greatly raises DEF for 1 turn and causes supreme damage to enemy,,"Auto Regeneration, Fusion, Deficit Boost, Brutal Beatdown, Thirst for Conquest, Strongest Clan in Space, Shattering the Limit","Artificial Life Forms, Wicked Bloodline, Corroded Body and Mind, Movie Bosses, Resurrected Warriors, Revenge, Target: Goku, Terrifying Conquerors, Accelerated Battle",[],"Sep 22, 2022",140%,530%
Base,Metal Cooler [STR],Demonic Fighter of Steel,"HP 10,326 12,126 | ATK 11,297 13,337 | DEF 6,826 8,386","10,326","12,126","11,297","13,337","6,826","8,386","""Movie Bosses"" Category Ki +3 and HP, ATK & DEF +77%; or all Types Ki +3 and HP, ATK & DEF +40%","Amplification Changes PHY Ki Spheres to Rainbow Ki Spheres if the character is the 1st attacker at start of turn ATK & DEF +40% per ""Wicked Bloodline"" Category ally on the team (up to 200%) All allies' ATK & DEF +20% Plus an additional ATK & DEF +20% for Extreme Class allies with 3 or more Rainbow Ki Spheres obtained plus an additional ATK +25% per Ki Sphere obtained when there is another ally whose name includes ""Metal Cooler"" attacking in the same turn",,Greatly raises DEF for 1 turn and causes supreme damage to enemy,,"Auto Regeneration, Fusion, Deficit Boost, Brutal Beatdown, Thirst for Conquest, Strongest Clan in Space, Shattering the Limit","Artificial Life Forms, Wicked Bloodline, Corroded Body and Mind, Movie Bosses, Resurrected Warriors, Revenge, Target: Goku, Terrifying Conquerors, Accelerated Battle",[],"Sep 22, 2022",140%,530%
Base,Metal Cooler [INT],Demonic Fighter of Steel,"HP 10,326 12,126 | ATK 10,838 12,638 | DEF 7,400 9,200","10,326","12,126","10,838","12,638","7,400","9,200","""Target: Goku"" Category Ki +3 and HP, ATK & DEF +77%; or all Types Ki +3 and HP, ATK & DEF +40%","Body Reinforcement Changes TEQ Ki Spheres to Rainbow Ki Spheres if the character is the 1st attacker at start of turn ATK & DEF +40% per ""Wicked Bloodline"" Category ally on the team (up to 200%) Recovers 10% HP at start of turn Recovers an additional 5% HP at the end of turn with 3 or more Rainbow Ki Spheres obtained plus an additional ATK & DEF +10% per Ki Sphere obtained when there is another ally whose name includes ""Metal Cooler"" attacking in the same turn",,Greatly raises DEF for 1 turn and causes supreme damage to enemy,,"Auto Regeneration, Fusion, Deficit Boost, Brutal Beatdown, Thirst for Conquest, Strongest Clan in Space, Shattering the Limit","Artificial Life Forms, Wicked Bloodline, Corroded Body and Mind, Movie Bosses, Resurrected Warriors, Revenge, Target: Goku, Terrifying Conquerors, Accelerated Battle",[],"Sep 22, 2022",140%,530%
Base,Metal Cooler [TEQ],Demonic Fighter of Steel,"HP 10,326 11,886 | ATK 10,547 12,587 | DEF 7,763 9,563","10,326","11,886","10,547","12,587","7,763","9,563","""Corroded Body and Mind"" Category Ki +3 and HP, ATK & DEF +77%; or all Types Ki +3 and HP, ATK & DEF +40%","Incapacitation Changes AGL Ki Spheres to Rainbow Ki Spheres if the character is the 1st attacker at start of turn ATK & DEF +40% per ""Wicked Bloodline"" Category ally on the team (up to 200%) Attacked enemy's ATK & DEF -25% for 2 turns Seals the attacked enemy's Super Attack for 2 turns with 3 or more Rainbow Ki Spheres obtained plus an additional ATK +25% per Ki Sphere obtained when there is another ally whose name includes ""Metal Cooler"" attacking in the same turn",,Greatly raises DEF for 1 turn and causes supreme damage to enemy,,"Auto Regeneration, Fusion, Deficit Boost, Brutal Beatdown, Thirst for Conquest, Strongest Clan in Space, Shattering the Limit","Artificial Life Forms, Wicked Bloodline, Corroded Body and Mind, Movie Bosses, Resurrected Warriors, Revenge, Target: Goku, Terrifying Conquerors, Accelerated Battle",[],"Sep 22, 2022",140%,530%
Base,Metal Cooler [AGL],Demonic Fighter of Steel,"HP 11,054 12,614 | ATK 11,297 13,097 | DEF 6,462 8,502","11,054","12,614","11,297","13,097","6,462","8,502","""Accelerated Battle"" Category Ki +3 and HP, ATK & DEF +77%; or all Types Ki +3 and HP, ATK & DEF +40%","Chemical Change Changes STR Ki Spheres to Rainbow Ki Spheres if the character is the 1st attacker at start of turn ATK & DEF +40% per ""Wicked Bloodline"" Category ally on the team (up to 200%) All allies' Ki +2 Medium chance of evading enemy's attack (including Super Attack) Plus an additional chance of evading enemy's attack (including Super Attack) +20% with 3 or more Rainbow Ki Spheres obtained plus an additional DEF +25% per Ki Sphere obtained when there is another ally whose name includes ""Metal Cooler"" attacking in the same turn",,Greatly raises DEF for 1 turn and causes supreme damage to enemy,,"Auto Regeneration, Fusion, Deficit Boost, Brutal Beatdown, Thirst for Conquest, Strongest Clan in Space, Shattering the Limit","Artificial Life Forms, Wicked Bloodline, Corroded Body and Mind, Movie Bosses, Resurrected Warriors, Revenge, Target: Goku, Terrifying Conquerors, Accelerated Battle",[],"Sep 22, 2022",140%,530%
Base,Cooler,Extreme Ultimate Power,"HP 19,098 22,098 | ATK 18,238 21,638 | DEF 9,428 12,028","19,098","22,098","18,238","21,638","9,428","12,028","""Terrifying Conquerors"" or ""Transformation Boost"" Category Ki +3 and HP, ATK & DEF +170%","You Deserve a Slow and Agonizing Death! ATK & DEF +130% Launches an additional attack that has a medium chance of becoming a Super Attack when the target enemy is in ""ATK Down"" or ""DEF Down"" status ""Transformation Boost"" Category allies' Ki +2 and ATK & DEF +50% when facing only 1 enemy ""Terrifying Conquerors"" Category allies' Ki +2 and ATK & DEF +50% when facing 2 or more enemies","Active Skill Transformation Condition: Can be activated when there is a ""Pure Saiyans"" or ""Hybrid Saiyans"" Category enemy starting from the 3rd turn from the start of battle, or when facing only 1 enemy starting from the 6th turn from the start of battle (once only) Transforms Animation: Play","Raises DEF, causes immense damage to enemy and lowers ATK & DEF",,"Strongest Clan in Space, Thirst for Conquest, Big Bad Bosses, Brutal Beatdown, Metamorphosis, Universe’s Most Malevolent, Fierce Battle","Wicked Bloodline, Transformation Boost, Final Trump Card, Movie Bosses, Space-Traveling Warriors, Target: Goku, Terrifying Conquerors, Planetary Destruction","Can be activated when there is a ""Pure Saiyans"" or ""Hybrid Saiyans"" Category enemy starting from the 3rd turn from the start of battle, or when facing only 1 enemy starting from the 6th turn from the start of battle (once only)","Sep 22, 2022",150%,505%
Transformation,Cooler (Final Form),Extreme Ultimate Power,"HP 19,098 22,098 | ATK 18,238 21,638 | DEF 9,428 12,028","19,098","22,098","18,238","21,638","9,428","12,028","""Terrifying Conquerors"" or ""Transformation Boost"" Category Ki +3 and HP, ATK & DEF +170%","Conditions of Supremacy Ki +4 and ATK & DEF +200% Launches 2 additional attacks, each of which has a medium chance of becoming a Super Attack Chance of performing a critical hit +10% per Rainbow Ki Sphere obtained Performs a critical hit when there is a ""Pure Saiyans"" or ""Hybrid Saiyans"" Category enemy",,"Raises ATK, causes immense damage to enemy and massively lowers DEF",,"Strongest Clan in Space, Thirst for Conquest, Big Bad Bosses, Brutal Beatdown, Metamorphosis, Universe’s Most Malevolent, Fierce Battle","Wicked Bloodline, Transformation Boost, Final Trump Card, Movie Bosses, Space-Traveling Warriors, Target: Goku, Terrifying Conquerors, Planetary Destruction",,"Sep 22, 2022",150%,600%
Base,Thouser (Cooler's Armored Squad),Magnificent Squadron,"HP 13,711 17,111 | ATK 14,368 17,368 | DEF 8,465 11,065","13,711","17,111","14,368","17,368","8,465","11,065","""Terrifying Conquerors"" Category Ki +3 and HP, ATK & DEF +140%","Armored Squad's Power ATK & DEF +40% per ""Terrifying Conquerors"" Category ally on the team Ki +3 and launches 2 additional attacks, each of which has a medium chance of becoming a Super Attack, when there is an ally whose name includes ""Cooler"" (Cooler's Armored Squad excluded) on the team Medium chance of evading enemy's attack (including Super Attack) and medium chance of guarding all attacks when there is an enemy whose name includes ""Goku"" (Youth, Captain Ginyu, Jr., etc. excluded)",,"Raises ATK for 1 turn, causes supreme damage to enemy and lowers ATK & DEF",,"Cooler's Armored Squad, Cooler's Underling, Loyalty, Cold Judgment, Shocking Speed, Brainiacs, Fierce Battle","Joined Forces, Space-Traveling Warriors, Target: Goku, Terrifying Conquerors, Special Pose",[],"Sep 22, 2022",140%,530%
